152599	και
136141	της
130140	η
121428	του
121183	το
105467	την
98885	να
86150	για
76934	ο
67576	από
63708	με
63415	των
58259	οι
57845	που
56695	στην
52326	στο
50736	είναι
47748	σε
45234	τα
44083	θα
43622	δεν
41020	ότι
39669	τη
36578	τους
34210	τις
32782	τον
32508	στη
20647	μια
19114	στις
16635	αλλά
16613	ένα
15331	έχει
14317	αυτό
13202	Ελλάδα
13157	στα
12562	όπως
11914	ήταν
11689	όμως
11427	σήμερα
10996	μετά
10976	Γερμανία
10682	ΕΕ
10679	πρέπει
10596	κατά
10482	στον
8977	έχουν
8367	αυτή
7832	χρόνια
7767	ως
7736	ή
7570	κυβέρνηση
7569	προς
7185	δύο
7077	οποία
6987	στους
6907	μέχρι
6794	πρόεδρος
6741	χώρες
6672	μας
6670	μπορεί
6542	είχε
6168	εφημερίδα
6107	χώρα
6082	ενώ
6074	ωστόσο
6049	μεταξύ
6023	Μέρκελ
5909	μία
5909	πολιτική
5897	γερμανική
5835	νέα
5666	ευρώ
5603	όχι
5540	μόνο
5468	τώρα
5436	πολύ
5382	πριν
5376	Ευρώπη
5342	ακόμη
5154	πιο
4906	πως
4836	αν
4754	εάν
4736	Τουρκία
4525	πρόκειται
4490	ένας
4317	κρίση
4286	ΗΠΑ
4239	υπουργός
4229	Βερολίνο
4152	εκλογές
4140	χωρίς
4108	Zeitung
4076	κ
4067	όταν
4047	χθες
3975	τι
3909	χώρας
3907	αυτά
3885	όλα
3825	κάθε
3812	οποίο
3767	κυβέρνησης
3749	υπάρχει
3723	Σύμφωνα
3698	θέμα
3668	πρώτη
3647	κατάσταση
3611	τόσο
3592	τότε
3554	μέσα
3529	εδώ
3526	Γερμανίας
3508	Ελλάδας
3507	λέει
3494	έτσι
3458	Οικονομικών
3419	ήδη
3353	φορά
3323	κάνει
3306	δήλωσε
3291	γερμανός
3277	τέλος
3250	πρωθυπουργός
3234	πλέον
3215	ενός
3211	βρίσκεται
3191	θέση
3130	όσο
3112	παρά
3107	γιατί
3104	κανείς
3075	υπάρχουν
3068	επικεφαλής
3037	έναν
3022	γερμανικό
3007	Ιράκ
3001	απόφαση
2954	καθώς
2954	κόμμα
2948	μάλιστα
2932	συμφωνία
2931	όπου
2931	τελευταία
2899	οικονομική
2888	πρώην
2878	κυρίως
2871	νέο
2843	περίπτωση
2838	μεγάλη
2823	κάτι
2822	λόγο
2819	Αθήνα
2818	πρόγραμμα
2783	κρίσης
2777	ίδια
2758	ακόμα
2758	γερμανικής
2758	έκθεση
2752	αρχές
2751	είχαν
2750	επίσης
2736	αυτές
2726	σύμφωνα
2698	ελληνική
2691	καγκελάριος
2689	ούτε
2656	προέδρου
2656	φαίνεται
2648	οποίος
2580	μιας
2577	γίνει
2571	μην
2561	ευρωπαϊκή
2554	Εξωτερικών
2538	υπό
2525	είπε
2521	γεγονός
2509	πολλά
2506	κόμματος
2505	Κομισιόν
2487	πολιτικής
2452	θέλει
2450	τύπου
2433	χρόνο
2417	άλλη
2379	ζήτημα
2378	θέματα
2372	πολλές
2370	ώρα
2361	πολλοί
2360	μέλη
2348	Σόιμπλε
2321	Γαλλία
2310	πάντως
2298	διότι
2282	χωρών
2277	χρέους
2274	μέτρα
2257	ευρωπαϊκό
2249	πλευρά
2246	Frankfurter
2241	εν
2239	Ευρώπης
2196	Βρυξέλλες
2180	μόνον
2172	αποτέλεσμα
2171	συνάντηση
2166	εκ
2161	πρόβλημα
2151	περίπου
2101	οικονομίας
2093	μπορούν
2093	Τουρκίας
2092	οικονομία
2065	πρόεδρο
2053	στιγμή
2043	μου
2042	άνθρωποι
2039	πρόσφυγες
2036	διαπραγματεύσεις
2009	αναμένεται
2005	δηλαδή
2005	Ερντογάν
2003	περισσότερο
1988	Έλληνες
1987	κορυφής
1984	τρόπο
1981	κόσμο
1969	προσφύγων
1962	κι
1960	επισημαίνει
1958	λόγω
1957	Süddeutsche
1946	μέλλον
1944	μέσω
1943	εργασίας
1942	αφορά
1942	στοιχεία
1934	ίδιο
1929	έχουμε
1925	στόχος
1924	δυο
1919	τελικά
1917	μεγάλο
1911	πάλι
1908	παράδειγμα
